,total_votes,per_dem,per_gop,state_abbr,county_name,total_pop,Alabama,Alabama_CountyPopulation,Alabama_Votes,Alabama_gop,Alabama_dem,Arkansas,Arkansas_Votes,Arizona,Arizona_Votes,California,California_Votes
663,5349,0.357636941,0.543279118,ID,Valley County,"11,746",,,,,,,,,,,
664,4454,0.174225415,0.737090256,ID,Washington County,"10,500",,,,,,,,,,,
665,31770,0.240258105,0.715517784,IL,Adams County,"65,737",,,,,,,,,,,
666,2820,0.44751773,0.530496454,IL,Alexander County,"5,240",,,,,,,,,,,
667,7462,0.276869472,0.654516215,IL,Bond County,"16,725",,,,,,,,,,,
668,22604,0.3960361,0.542426119,IL,Boone County,"53,448",,,,,,,,,,,
669,2336,0.203339041,0.760273973,IL,Brown County,"6,244",,,,,,,,,,,
670,16303,0.368643808,0.568238974,IL,Bureau County,"33,244",,,,,,,,,,,
671,2556,0.289123631,0.672535211,IL,Calhoun County,"4,437",,,,,,,,,,,
672,7354,0.331384281,0.602121295,IL,Carroll County,"15,702",,,,,,,,,,,
673,5054,0.319944598,0.636327661,IL,Cass County,"13,042",,,,,,,,,,,
674,89196,0.557132607,0.372606395,IL,Champaign County,"205,865",,,,,,,,,,,
675,15310,0.260091444,0.687263227,IL,Christian County,"34,032",,,,,,,,,,,
676,7819,0.239544699,0.71876199,IL,Clark County,"15,455",,,,,,,,,,,
677,6278,0.161516406,0.797865562,IL,Clay County,"13,288",,,,,,,,,,,
678,17268,0.228109798,0.717743804,IL,Clinton County,"36,899",,,,,,,,,,,
679,21580,0.337581094,0.601714551,IL,Coles County,"46,863",,,,,,,,,,,
680,2055215,0.743757709,0.214193162,IL,Cook County,"5,275,541",,,,,,,,,,,
681,8507,0.231456448,0.722463853,IL,Crawford County,"18,679",,,,,,,,,,,
682,5513,0.186468348,0.761835661,IL,Cumberland County,"10,450",,,,,,,,,,,
683,42605,0.477596526,0.44715409,IL,DeKalb County,"100,420",,,,,,,,,,,
684,7469,0.255321998,0.679073504,IL,De Witt County,"15,516",,,,,,,,,,,
685,8089,0.240573618,0.704042527,IL,Douglas County,"19,740",,,,,,,,,,,
686,412929,0.538831131,0.39802242,IL,DuPage County,"932,877",,,,,,,,,,,
687,7783,0.228446614,0.723885391,IL,Edgar County,"16,866",,,,,,,,,,,
688,3312,0.130434783,0.838466184,IL,Edwards County,"6,245",,,,,,,,,,,
689,17428,0.176210695,0.78109938,IL,Effingham County,"34,668",,,,,,,,,,,
690,9515,0.190646348,0.773830793,IL,Fayette County,"21,488",,,,,,,,,,,
691,6289,0.224200986,0.711400859,IL,Ford County,"13,534",,,,,,,,,,,
692,18533,0.254195219,0.706901203,IL,Franklin County,"37,804",,,,,,,,,,,
693,15609,0.39195336,0.543404446,IL,Fulton County,"33,609",,,,,,,,,,,
694,2691,0.243775548,0.721664809,IL,Gallatin County,"4,946",,,,,,,,,,,
695,5542,0.21688921,0.746842295,IL,Greene County,"11,985",,,,,,,,,,,
696,22891,0.35039972,0.586125552,IL,Grundy County,"52,533",,,,,,,,,,,
697,4143,0.19309679,0.773594014,IL,Hamilton County,"7,993",,,,,,,,,,,
698,7818,0.223074955,0.730749552,IL,Hancock County,"17,620",,,,,,,,,,,
699,2133,0.196436943,0.773558368,IL,Hardin County,"3,649",,,,,,,,,,,
700,3480,0.330747126,0.618678161,IL,Henderson County,"6,387",,,,,,,,,,,
701,24232,0.364600528,0.576180258,IL,Henry County,"49,284",,,,,,,,,,,
702,12923,0.193144007,0.752766386,IL,Iroquois County,"27,077",,,,,,,,,,,
703,24509,0.47407075,0.444285773,IL,Jackson County,"52,974",,,,,,,,,,,
704,5104,0.181034483,0.778409091,IL,Jasper County,"9,287",,,,,,,,,,,
705,16818,0.262100131,0.694553455,IL,Jefferson County,"37,113",,,,,,,,,,,
706,10909,0.245027042,0.70923091,IL,Jersey County,"21,512",,,,,,,,,,,
707,11177,0.398317974,0.546926725,IL,Jo Daviess County,"22,035",,,,,,,,,,,
708,6017,0.188632209,0.771813196,IL,Johnson County,"13,308",,,,,,,,,,,
709,193500,0.513638243,0.424222222,IL,Kane County,"516,522",,,,,,,,,,,
710,46556,0.406134548,0.538727554,IL,Kankakee County,"107,502",,,,,,,,,,,
711,50815,0.460336515,0.475292729,IL,Kendall County,"131,869",,,,,,,,,,,
712,21964,0.452513203,0.485248589,IL,Knox County,"49,967",,,,,,,,,,,
713,293574,0.572891332,0.369951017,IL,Lake County,"714,342",,,,,,,,,,,
714,48447,0.397898735,0.542221397,IL,LaSalle County,"109,658",,,,,,,,,,,
715,6039,0.213280344,0.747971518,IL,Lawrence County,"15,280",,,,,,,,,,,
716,15215,0.361419652,0.565034505,IL,Lee County,"34,145",,,,,,,,,,,
717,15096,0.265302067,0.675476948,IL,Livingston County,"35,815",,,,,,,,,,,
718,12130,0.272135202,0.673289365,IL,Logan County,"27,987",,,,,,,,,,,
719,47283,0.385148996,0.56641922,IL,Macon County,"27,238",,,,,,,,,,,
720,21881,0.298523833,0.648690645,IL,Macoupin County,"310,229",,,,,,,,,,,
721,127902,0.393551313,0.549600475,IL,Madison County,"170,954",,,,,,,,,,,
722,16600,0.254879518,0.703433735,IL,Marion County,"103,998",,,,,,,,,,,
723,5903,0.302219211,0.639674742,IL,Marshall County,"44,967",,,,,,,,,,,
724,6433,0.312140525,0.629721747,IL,Mason County,"265,859",,,,,,,,,,,
725,6633,0.234433891,0.730287954,IL,Massac County,"37,729",,,,,,,,,,,
726,12910,0.408830364,0.525871418,IL,McDonough County,"11,742",,,,,,,,,,,
727,140145,0.426893575,0.507452995,IL,McHenry County,"13,086",,,,,,,,,,,
728,78995,0.454687006,0.469409456,IL,McLean County,"14,169",,,,,,,,,,,
729,6423,0.281488401,0.658570761,IL,Menard County,"12,297",,,,,,,,,,,
730,8417,0.363668766,0.570274445,IL,Mercer County,"15,699",,,,,,,,,,,
731,19074,0.289504037,0.661319073,IL,Monroe County,"34,962",,,,,,,,,,,
732,12829,0.27203991,0.671603399,IL,Montgomery County,"28,288",,,,,,,,,,,
733,14607,0.321284316,0.620250565,IL,Morgan County,"32,915",,,,,,,,,,,
734,6209,0.23771944,0.717184732,IL,Moultrie County,"14,526",,,,,,,,,,,
735,23798,0.337213211,0.602739726,IL,Ogle County,"51,788",,,,,,,,,,,
736,77465,0.483263409,0.455676757,IL,Peoria County,"181,830",,,,,,,,,,,
737,9706,0.250669689,0.702246033,IL,Perry County,"20,945",,,,,,,,,,,
738,8899,0.295875941,0.631868749,IL,Piatt County,"16,673",,,,,,,,,,,
739,7458,0.189326897,0.770850094,IL,Pike County,"14,739",,,,,,,,,,,
740,2132,0.175422139,0.787054409,IL,Pope County,"3,763",,,,,,,,,,,
741,2473,0.330367974,0.640113223,IL,Pulaski County,"5,193",,,,,,,,,,,
742,3076,0.371586476,0.572821847,IL,Putnam County,"5,637",,,,,,,,,,,
743,14032,0.243799886,0.712086659,IL,Randolph County,"30,163",,,,,,,,,,,
744,7630,0.206946265,0.751769332,IL,Richland County,"15,813",,,,,,,,,,,
745,62971,0.512267552,0.428276508,IL,Rock Island County,"144,672",,,,,,,,,,,
746,11234,0.227078512,0.734199751,IL,Saline County,"257,400",,,,,,,,,,,
747,96472,0.422205407,0.516450369,IL,Sangamon County,"23,768",,,,,,,,,,,
748,3792,0.283227848,0.665348101,IL,Schuyler County,"196,343",,,,,,,,,,,
749,2583,0.204413473,0.760743322,IL,Scott County,"6,902",,,,,,,,,,,
750,10912,0.208852639,0.752291056,IL,Shelby County,"4,949",,,,,,,,,,,
751,119201,0.504861536,0.448645565,IL,St. Clair County,"20,990",,,,,,,,,,,
752,2707,0.27632065,0.65644625,IL,Stark County,"5,400",,,,,,,,,,,
753,19525,0.385710627,0.555441741,IL,Stephenson County,"44,630",,,,,,,,,,,
754,63347,0.324687831,0.609657916,IL,Tazewell County,"131,343",,,,,,,,,,,
755,8514,0.280596664,0.678881842,IL,Union County,"17,244",,,,,,,,,,,
756,29799,0.331420517,0.623577972,IL,Vermilion County,"74,188",,,,,,,,,,,
757,5402,0.212143651,0.747686042,IL,Wabash County,"11,361",,,,,,,,,,,
758,7700,0.387402597,0.554155844,IL,Warren County,"16,835",,,,,,,,,,,
759,7376,0.196041215,0.754609544,IL,Washington County,"13,761",,,,,,,,,,,
760,8256,0.126937984,0.843386628,IL,Wayne County,"16,179",,,,,,,,,,,
761,7289,0.193716559,0.7736315,IL,White County,"13,877",,,,,,,,,,,
762,25210,0.436533122,0.499682666,IL,Whiteside County,"55,691",,,,,,,,,,,
763,291010,0.502491323,0.445778496,IL,Will County,"696,355",,,,,,,,,,,
764,31422,0.271752275,0.684329451,IL,Williamson County,"67,153",,,,,,,,,,,
765,113027,0.465331293,0.47707185,IL,Winnebago County,"285,350",,,,,,,,,,,
766,19389,0.261385322,0.679766878,IL,Woodford County,"38,467",,,,,,,,,,,
767,13039,0.21489378,0.739473886,IN,Adams County,"35,809",,,,,,,,,,,
768,145787,0.378785488,0.574818056,IN,Allen County,"385,410",,,,,,,,,,,
769,32389,0.303837723,0.637160764,IN,Bartholomew County,"82,208",,,,,,,,,,,
770,3654,0.235358511,0.705801861,IN,Benton County,"8,719",,,,,,,,,,,
771,4822,0.257776856,0.694525093,IN,Blackford County,"12,112",,,,,,,,,,,
772,32061,0.317550919,0.613018933,IN,Boone County,"70,812",,,,,,,,,,,
773,7908,0.318411735,0.634167931,IN,Brown County,"15,475",,,,,,,,,,,
774,8609,0.219653851,0.728656058,IN,Carroll County,"20,306",,,,,,,,,,,
775,14135,0.265864874,0.686027591,IN,Cass County,"37,870",,,,,,,,,,,
776,51104,0.367701158,0.587273012,IN,Clark County,"121,093",,,,,,,,,,,
777,11259,0.204813927,0.757438494,IN,Clay County,"26,466",,,,,,,,,,,
778,11896,0.23697041,0.717047747,IN,Clinton County,"33,190",,,,,,,,,,,
779,4591,0.288172511,0.656284034,IN,Crawford County,"10,526",,,,,,,,,,,
780,10736,0.167660209,0.795920268,IN,Daviess County,"33,381",,,,,,,,,,,
781,23910,0.204224174,0.757423672,IN,Dearborn County,"50,679",,,,,,,,,,,
782,11095,0.191167192,0.765029292,IN,Decatur County,"26,472",,,,,,,,,,,
783,16816,0.234360133,0.716817317,IN,DeKalb County,"43,265",,,,,,,,,,,
784,44699,0.404930759,0.541779458,IN,Delaware County,"111,903",,,,,,,,,,,
785,19917,0.270572877,0.671034794,IN,Dubois County,"43,637",,,,,,,,,,,
786,65187,0.317041741,0.641385552,IN,Elkhart County,"207,047",,,,,,,,,,,
787,9530,0.236306401,0.717628541,IN,Fayette County,"23,398",,,,,,,,,,,
788,37225,0.374452653,0.57560779,IN,Floyd County,"80,484",,,,,,,,,,,
789,7474,0.197484613,0.757425743,IN,Fountain County,"16,479",,,,,,,,,,,
790,10990,0.178980892,0.78844404,IN,Franklin County,"22,785",,,,,,,,,,,
791,8374,0.234057798,0.717697636,IN,Fulton County,"20,480",,,,,,,,,,,
792,15472,0.240434333,0.716067735,IN,Gibson County,"33,011",,,,,,,,,,,
793,25239,0.278497563,0.67391735,IN,Grant County,"66,674",,,,,,,,,,,
794,13763,0.212816973,0.746566882,IN,Greene County,"30,803",,,,,,,,,,,
795,153630,0.372414242,0.56824188,IN,Hamilton County,"347,467",,,,,,,,,,,
796,36027,0.247064701,0.695311849,IN,Hancock County,"79,840",,,,,,,,,,,
797,18528,0.257772021,0.701262953,IN,Harrison County,"39,654",,,,,,,,,,,
798,75258,0.300233862,0.642137713,IN,Hendricks County,"174,788",,,,,,,,,,,
799,20075,0.255242839,0.692154421,IN,Henry County,"48,914",,,,,,,,,,,
800,36754,0.305136856,0.644147576,IN,Howard County,"83,658",,,,,,,,,,,
801,15974,0.219481658,0.729247527,IN,Huntington County,"36,662",,,,,,,,,,,
802,17532,0.219199179,0.733344741,IN,Jackson County,"46,428",,,,,,,,,,,
803,13331,0.249718701,0.70377316,IN,Jasper County,"32,918",,,,,,,,,,,
804,7962,0.237251947,0.715523738,IN,Jay County,"20,478",,,,,,,,,,,
805,13461,0.321298566,0.6342768,IN,Jefferson County,"33,147",,,,,,,,,,,
806,11115,0.21268556,0.739721098,IN,Jennings County,"27,613",,,,,,,,,,,
807,66229,0.26148666,0.686345861,IN,Johnson County,"161,765",,,,,,,,,,,
808,15483,0.243622037,0.715429826,IN,Knox County,"36,282",,,,,,,,,,,
809,31907,0.197793588,0.749334002,IN,Kosciusko County,"80,240",,,,,,,,,,,
810,9552,0.217755444,0.735448074,IN,LaGrange County,"40,446",,,,,,,,,,,
811,200247,0.583759058,0.377358962,IN,Lake County,"498,700",,,,,,,,,,,
812,44994,0.439947549,0.504022759,IN,LaPorte County,"112,417",,,,,,,,,,,
813,19076,0.220696163,0.735688824,IN,Lawrence County,"45,011",,,,,,,,,,,
814,53660,0.346533731,0.603354454,IN,Madison County,"130,129",,,,,,,,,,,
815,361070,0.58901598,0.360672446,IN,Marion County,"977,203",,,,,,,,,,,
816,18008,0.266437139,0.682252332,IN,Marshall County,"46,095",,,,,,,,,,,
817,4807,0.183274392,0.768670689,IN,Martin County,"9,812",,,,,,,,,,,
818,13440,0.205803571,0.7421875,IN,Miami County,"35,962",,,,,,,,,,,
819,57623,0.593217986,0.356229283,IN,Monroe County,"139,718",,,,,,,,,,,
820,15101,0.222634263,0.731805841,IN,Montgomery County,"37,936",,,,,,,,,,,
821,31180,0.193617704,0.759172547,IN,Morgan County,"71,780",,,,,,,,,,,
822,5791,0.242272492,0.703505439,IN,Newton County,"13,830",,,,,,,,,,,
823,16890,0.231142688,0.722202487,IN,Noble County,"47,457",,,,,,,,,,,
824,2917,0.235173123,0.726088447,IN,Ohio County,"5,940",,,,,,,,,,,
825,8189,0.250091586,0.708267188,IN,Orange County,"19,867",,,,,,,,,,,
826,8520,0.228403756,0.721948357,IN,Owen County,"21,321",,,,,,,,,,,
827,6576,0.21913017,0.739507299,IN,Parke County,"16,156",,,,,,,,,,,
828,8025,0.381557632,0.567725857,IN,Perry County,"19,170",,,,,,,,,,,
829,5977,0.216998494,0.735820646,IN,Pike County,"12,250",,,,,,,,,,,
830,76492,0.438359567,0.506183653,IN,Porter County,"173,215",,,,,,,,,,,
831,12448,0.282374679,0.674244859,IN,Posey County,"25,222",,,,,,,,,,,
832,5437,0.24406842,0.708846791,IN,Pulaski County,"12,514",,,,,,,,,,,
833,14680,0.228610354,0.724591281,IN,Putnam County,"36,726",,,,,,,,,,,
834,10456,0.23393267,0.71872609,IN,Randolph County,"24,502",,,,,,,,,,,
835,12790,0.193197811,0.766692729,IN,Ripley County,"28,995",,,,,,,,,,,
836,7214,0.211394511,0.733573607,IN,Rush County,"16,752",,,,,,,,,,,
837,9060,0.291611479,0.670419426,IN,Scott County,"272,912",,,,,,,,,,,
838,17935,0.236799554,0.709116253,IN,Shelby County,"24,384",,,,,,,,,,,
839,9959,0.287277839,0.659905613,IN,Spencer County,"45,055",,,,,,,,,,,
840,109452,0.477350802,0.475267697,IN,St. Joseph County,"19,810",,,,,,,,,,,
841,9226,0.269781054,0.690114893,IN,Starke County,"23,371",,,,,,,,,,,
842,14530,0.257467309,0.696971783,IN,Steuben County,"34,435",,,,,,,,,,,
843,8559,0.246874635,0.717139853,IN,Sullivan County,"20,817",,,,,,,,,,,
844,3639,0.255564716,0.702940368,IN,Switzerland County,"9,737",,,,,,,,,,,
845,61916,0.439417921,0.496010724,IN,Tippecanoe County,"186,251",,,,,,,,,,,
846,7510,0.211318242,0.744207723,IN,Tipton County,"15,359",,,,,,,,,,,
847,3286,0.217589775,0.744065733,IN,Union County,"7,087",,,,,,,,,,,
848,71957,0.393234849,0.561752158,IN,Vanderburgh County,"180,136",,,,,,,,,,,
849,6913,0.30102705,0.652538695,IN,Vermillion County,"15,439",,,,,,,,,,,
850,39569,0.402385706,0.554070105,IN,Vigo County,"106,153",,,,,,,,,,,
851,13415,0.224972046,0.731941856,IN,Wabash County,"30,976",,,,,,,,,,,
852,3919,0.214085226,0.738964021,IN,Warren County,"8,440",,,,,,,,,,,
853,29609,0.306866156,0.646188659,IN,Warrick County,"63,898",,,,,,,,,,,
854,11333,0.232595076,0.72408012,IN,Washington County,"28,182",,,,,,,,,,,
855,25575,0.325395894,0.626705767,IN,Wayne County,"66,553",,,,,,,,,,,
856,13123,0.196982397,0.761944677,IN,Wells County,"28,180",,,,,,,,,,,
857,9902,0.258836599,0.68804282,IN,White County,"24,688",,,,,,,,,,,
858,15535,0.217508851,0.731058899,IN,Whitley County,"34,191",,,,,,,,,,,
859,5314,0.26307866,0.672751223,KS,Allen County,"12,526",,,,,,,,,,,
860,3277,0.202929509,0.728104974,KS,Anderson County,"7,836",,,,,,,,,,,
861,6393,0.304395433,0.622086657,KS,Atchison County,"16,348",,,,,,,,,,,
862,2209,0.127206881,0.824807605,KS,Barber County,"4,228",,,,,,,,,,,
863,10088,0.180709754,0.769825535,KS,Barton County,"25,493",,,,,,,,,,,
864,5918,0.220682663,0.728962487,KS,Bourbon County,"14,360",,,,,,,,,,,
865,3960,0.214646465,0.722474747,KS,Brown County,"9,508",,,,,,,,,,,
866,27051,0.239880226,0.694281173,KS,Butler County,"67,380",,,,,,,,,,,
867,1342,0.233233979,0.718330849,KS,Chase County,"2,572",,,,,,,,,,,
868,1845,0.127913279,0.841192412,KS,Chautauqua County,"3,379",,,,,,,,,,,
869,8386,0.233603625,0.717505366,KS,Cherokee County,"19,362",,,,,,,,,,,
870,1409,0.133427963,0.8317956,KS,Cheyenne County,"2,616",,,,,,,,,,,
871,983,0.120040692,0.82706002,KS,Clark County,"1,991",,,,,,,,,,,
872,3727,0.17842769,0.759592165,KS,Clay County,"8,117",,,,,,,,,,,
873,3831,0.194205168,0.745497259,KS,Cloud County,"9,032",,,,,,,,,,,
874,3962,0.181474003,0.754669359,KS,Coffey County,"8,360",,,,,,,,,,,
875,857,0.119019837,0.822637106,KS,Comanche County,"1,689",,,,,,,,,,,
876,12171,0.28231041,0.65861474,KS,Cowley County,"34,549",,,,,,,,,,,
877,14404,0.351569009,0.58275479,KS,Crawford County,"38,972",,,,,,,,,,,
878,1460,0.121917808,0.835616438,KS,Decatur County,"2,764",,,,,,,,,,,
879,8008,0.197552448,0.737387612,KS,Dickinson County,"18,402",,,,,,,,,,,
880,3366,0.173499703,0.772727273,KS,Doniphan County,"7,510",,,,,,,,,,,
881,48231,0.623851879,0.296655678,KS,Douglas County,"118,785",,,,,,,,,,,
882,1308,0.159021407,0.789755352,KS,Edwards County,"2,907",,,,,,,,,,,
883,1259,0.127084988,0.832406672,KS,Elk County,"2,483",,,,,,,,,,,
884,11660,0.22890223,0.712778731,KS,Ellis County,"28,934",,,,,,,,,,,
885,2626,0.196115765,0.736100533,KS,Ellsworth County,"6,376",,,,,,,,,,,
886,9731,0.30890967,0.632514644,KS,Finney County,"38,470",,,,,,,,,,,
887,7425,0.273670034,0.672592593,KS,Ford County,"34,287",,,,,,,,,,,
888,10658,0.265434415,0.659129293,KS,Franklin County,"25,996",,,,,,,,,,,
889,7129,0.360359097,0.577360079,KS,Geary County,"36,739",,,,,,,,,,,
890,1328,0.112198795,0.848644578,KS,Gove County,"2,718",,,,,,,,,,,
891,1265,0.146245059,0.800790514,KS,Graham County,"2,415",,,,,,,,,,,
892,2311,0.184768498,0.75941151,KS,Grant County,"7,352",,,,,,,,,,,
893,2011,0.127797116,0.820984585,KS,Gray County,"5,653",,,,,,,,,,,
894,639,0.129890454,0.818466354,KS,Greeley County,"1,284",,,,,,,,,,,
895,2811,0.172180719,0.763429385,KS,Greenwood County,"6,016",,,,,,,,,,,
896,847,0.13459268,0.814639906,KS,Hamilton County,"2,518",,,,,,,,,,,
897,2513,0.154397135,0.775964982,KS,Harper County,"5,485",,,,,,,,,,,
898,14540,0.344291609,0.58480055,KS,Harvey County,"34,024",,,,,,,,,,,
899,1300,0.175384615,0.777692308,KS,Haskell County,"3,780",,,,,,,,,,,
900,1006,0.123260437,0.839960239,KS,Hodgeman County,"1,723",,,,,,,,,,,
901,5727,0.259996508,0.678889471,KS,Jackson County,"13,232",,,,,,,,,,,
902,8151,0.304625199,0.627162311,KS,Jefferson County,"18,368",,,,,,,,,,,
903,1483,0.12137559,0.811867835,KS,Jewell County,"2,932",,,,,,,,,,,
904,279753,0.451555479,0.478661534,KS,Johnson County,"609,863",,,,,,,,,,,
905,1325,0.169056604,0.790943396,KS,Kearny County,"3,983",,,,,,,,,,,
906,3281,0.181042365,0.764096312,KS,Kingman County,"7,470",,,,,,,,,,,
907,1023,0.108504399,0.835777126,KS,Kiowa County,"2,460",,,,,,,,,,,
908,7919,0.282106327,0.660689481,KS,Labette County,"20,184",,,,,,,,,,,
909,831,0.125150421,0.823104693,KS,Lane County,"1,574",,,,,,,,,,,
910,29676,0.339129263,0.585894325,KS,Leavenworth County,"81,881",,,,,,,,,,,
911,1448,0.147790055,0.806629834,KS,Lincoln County,"2,939",,,,,,,,,,,
912,4279,0.168497312,0.789203085,KS,Linn County,"9,591",,,,,,,,,,,
913,1348,0.110534125,0.833827893,KS,Logan County,"2,762",,,,,,,,,,,
914,11745,0.379395487,0.540996169,KS,Lyon County,"32,179",,,,,,,,,,,
915,5465,0.21537054,0.718755718,KS,Marion County,"30,223",,,,,,,,,,,
916,4578,0.231542158,0.709916994,KS,Marshall County,"11,823",,,,,,,,,,,
917,12443,0.255806478,0.675640923,KS,McPherson County,"10,038",,,,,,,,,,,
918,1675,0.122985075,0.829850746,KS,Meade County,"4,055",,,,,,,,,,,
919,14712,0.268420337,0.66877379,KS,Miami County,"34,191",,,,,,,,,,,
920,2824,0.166076487,0.78470255,KS,Mitchell County,"5,796",,,,,,,,,,,
921,11623,0.219994838,0.728383378,KS,Montgomery County,"31,486",,,,,,,,,,,
922,2568,0.228193146,0.697040498,KS,Morris County,"5,386",,,,,,,,,,,
923,1160,0.125,0.836206897,KS,Morton County,"2,701",,,,,,,,,,,
924,5025,0.142089552,0.809154229,KS,Nemaha County,"10,273",,,,,,,,,,,
925,6151,0.23801008,0.705576329,KS,Neosho County,"15,904",,,,,,,,,,,
926,1435,0.111498258,0.84738676,KS,Ness County,"2,687",,,,,,,,,,,
927,2190,0.126484018,0.825570776,KS,Norton County,"5,459",,,,,,,,,,,
928,6894,0.250942849,0.683637946,KS,Osage County,"15,766",,,,,,,,,,,
929,1753,0.131774102,0.819737593,KS,Osborne County,"3,500",,,,,,,,,,,
930,2866,0.147941382,0.788904396,KS,Ottawa County,"5,735",,,,,,,,,,,
931,2602,0.217909301,0.71944658,KS,Pawnee County,"6,253",,,,,,,,,,,
932,2611,0.113366526,0.842589046,KS,Phillips County,"4,981",,,,,,,,,,,
933,10359,0.211506902,0.719277923,KS,Pottawatomie County,"25,348",,,,,,,,,,,
934,3806,0.202049396,0.741986337,KS,Pratt County,"9,157",,,,,,,,,,,
935,1448,0.110497238,0.834944751,KS,Rawlins County,"2,561",,,,,,,,,,,
936,23448,0.284459229,0.643978164,KS,Reno County,"61,898",,,,,,,,,,,
937,2484,0.148953301,0.802334944,KS,Republic County,"4,674",,,,,,,,,,,
938,3567,0.187272218,0.743481918,KS,Rice County,"9,427",,,,,,,,,,,
939,20475,0.434285714,0.479462759,KS,Riley County,"71,959",,,,,,,,,,,
940,2378,0.114802355,0.840622372,KS,Rooks County,"4,919",,,,,,,,,,,
941,1474,0.154002714,0.798507463,KS,Rush County,"2,956",,,,,,,,,,,
942,3148,0.144218551,0.808132147,KS,Russell County,"6,691",,,,,,,,,,,
943,21206,0.286899934,0.63034047,KS,Saline County,"54,303",,,,,,,,,,,
944,2159,0.107457156,0.848540991,KS,Scott County,"5,151",,,,,,,,,,,
945,180750,0.369106501,0.560547718,KS,Sedgwick County,"523,824",,,,,,,,,,,
946,4743,0.314358001,0.637781995,KS,Seward County,"21,964",,,,,,,,,,,
947,73648,0.451743428,0.479972301,KS,Shawnee County,"178,909",,,,,,,,,,,
948,1362,0.092511013,0.870778267,KS,Sheridan County,"2,447",,,,,,,,,,,
949,2537,0.134016555,0.805281829,KS,Sherman County,"5,927",,,,,,,,,,,
950,2014,0.146474677,0.811817279,KS,Smith County,"3,570",,,,,,,,,,,
951,1884,0.160828025,0.788216561,KS,Stafford County,"4,072",,,,,,,,,,,
952,742,0.177897574,0.781671159,KS,Stanton County,"2,084",,,,,,,,,,,
953,1853,0.116028063,0.844036697,KS,Stevens County,"5,250",,,,,,,,,,,
954,9494,0.214767221,0.720876343,KS,Sumner County,"22,382",,,,,,,,,,,
955,3483,0.134079816,0.813092162,KS,Thomas County,"7,930",,,,,,,,,,,
956,1459,0.132282385,0.830020562,KS,Trego County,"2,808",,,,,,,,,,,
957,3340,0.231437126,0.705988024,KS,Wabaunsee County,"6,877",,,,,,,,,,,
958,779,0.057766367,0.912708601,KS,Wallace County,"1,512",,,,,,,,,,,
959,2677,0.141202839,0.797908106,KS,Washington County,"5,530",,,,,,,,,,,
960,934,0.14882227,0.819057816,KS,Wichita County,"2,152",,,,,,,,,,,
961,3482,0.157955198,0.788914417,KS,Wilson County,"8,624",,,,,,,,,,,
962,1420,0.190140845,0.748591549,KS,Woodson County,"3,115",,,,,,,,,,,
963,47467,0.61824004,0.326963996,KS,Wyandotte County,"169,245",,,,,,,,,,,
964,8228,0.160792416,0.806635877,KY,Adair County,"18,903",,,,,,,,,,,
965,8085,0.166852195,0.799752628,KY,Allen County,"20,588",,,,,,,,,,,
966,11414,0.230769231,0.722095672,KY,Anderson County,"23,852",,,,,,,,,,,
967,4097,0.199170124,0.771540151,KY,Ballard County,"7,728",,,,,,,,,,,
968,18473,0.231418827,0.729876035,KY,Barren County,"44,485",,,,,,,,,,,
969,4577,0.297356347,0.673366834,KY,Bath County,"12,750",,,,,,,,,,,
970,9714,0.177064031,0.799258802,KY,Bell County,"24,097",,,,,,,,,,,
971,57550,0.2610947,0.679096438,KY,Boone County,"135,968",,,,,,,,,,,
972,8791,0.31748379,0.633488795,KY,Bourbon County,"20,252",,,,,,,,,,,
973,20443,0.294526244,0.664824145,KY,Boyd County,"48,261",,,,,,,,,,,
974,12928,0.331141708,0.621905941,KY,Boyle County,"30,614",,,,,,,,,,,
975,3522,0.200170358,0.769733106,KY,Bracken County,"8,400",,,,,,,,,,,
976,5728,0.268331006,0.696752793,KY,Breathitt County,"13,718",,,,,,,,,,,
977,8765,0.223616657,0.739760411,KY,Breckinridge County,"20,432",,,,,,,,,,,
978,36036,0.229076479,0.727328227,KY,Bullitt County,"82,217",,,,,,,,,,,
979,5575,0.169865471,0.79426009,KY,Butler County,"12,371",,,,,,,,,,,
980,5972,0.210984595,0.754688547,KY,Caldwell County,"12,649",,,,,,,,,,,
981,16039,0.296090779,0.646361993,KY,Calloway County,"37,103",,,,,,,,,,,
982,42471,0.345129618,0.589814226,KY,Campbell County,"93,076",,,,,,,,,,,
983,2599,0.166217776,0.805694498,KY,Carlisle County,"4,826",,,,,,,,,,,
984,3851,0.28719813,0.672033238,KY,Carroll County,"10,810",,,,,,,,,,,
985,10267,0.221681114,0.738969514,KY,Carter County,"26,627",,,,,,,,,,,
986,6438,0.119136378,0.851506679,KY,Casey County,"15,941",,,,,,,,,,,
987,22069,0.325705741,0.639267751,KY,Christian County,"72,748",,,,,,,,,,,
988,16193,0.290619403,0.6613969,KY,Clark County,"36,972",,,,,,,,,,,
989,6762,0.111209701,0.866755398,KY,Clay County,"20,345",,,,,,,,,,,
990,4454,0.122810956,0.855186349,KY,Clinton County,"9,253",,,,,,,,,,,
991,4036,0.152874133,0.815163528,KY,Crittenden County,"8,990",,,,,,,,,,,
992,3061,0.149950996,0.817379941,KY,Cumberland County,"5,888",,,,,,,,,,,
993,45752,0.309560238,0.631819374,KY,Daviess County,"103,312",,,,,,,,,,,
